"Gene1","Gene2","CorrelationValue"
"Npun_R6149","Npun_F0005",-0.750049874417908
"Npun_R6149","Npun_R0030",-0.870524114561202
"Npun_R6149","Npun_R0031",-0.891977654941638
"Npun_R6149","Npun_F0114",-0.90944842611162
"Npun_R6149","Npun_F0121",-0.780680058312105
"Npun_R6149","Npun_F0166",-0.83764734183256
"Npun_R6149","Npun_F0242",-0.760691064425289
"Npun_R6149","Npun_R0243",-0.794996705322008
"Npun_R6149","Npun_R0284",-0.794243448854882
"Npun_R6149","Npun_F0310",-0.868890224080347
"Npun_R6149","Npun_F0311",-0.832408604857398
"Npun_R6149","Npun_F0336",-0.79947147331107
"Npun_R6149","Npun_F0337",-0.807132695074695
"Npun_R6149","Npun_F0338",-0.826648470204607
"Npun_R6149","Npun_F0347",-0.830345471209386
"Npun_R6149","Npun_F0348",-0.878591440305794
"Npun_R6149","Npun_F0349",-0.83426188624498
"Npun_R6149","Npun_F0368",-0.839507251177999
"Npun_R6149","Npun_F0369",-0.777430026789098
"Npun_R6149","Npun_F0378",-0.815741044572181
"Npun_R6149","Npun_R0386",-0.778720197213162
"Npun_R6149","Npun_R0388",-0.765597412586568
"Npun_R6149","Npun_R0390",-0.86158296668489
"Npun_R6149","Npun_R0404",-0.873754597900228
"Npun_R6149","Npun_R0415",-0.863794729632666
"Npun_R6149","Npun_R0416",-0.87166864693037
"Npun_R6149","Npun_F0441",-0.854248602590598
"Npun_R6149","Npun_F0449",-0.811383533301708
"Npun_R6149","Npun_F0458",-0.774075078328932
"Npun_R6149","Npun_R0465",-0.893316855170984
"Npun_R6149","Npun_R0493",-0.856376166050187
"Npun_R6149","Npun_F0524",-0.750408499741501
"Npun_R6149","Npun_F0587",-0.77935267433612
"Npun_R6149","Npun_R0588",-0.905602623379854
"Npun_R6149","Npun_R0591",-0.793546802171227
"Npun_R6149","Npun_F0596",-0.788332056612432
"Npun_R6149","Npun_F0626",-0.894394695473866
"Npun_R6149","Npun_R0630",-0.770797935469448
"Npun_R6149","Npun_R0635",-0.80740988928948
"Npun_R6149","Npun_F0643",-0.812604187419573
"Npun_R6149","Npun_F0660",-0.881635160520311
"Npun_R6149","Npun_R0705",-0.755200757285915
"Npun_R6149","Npun_F0724",-0.814907491279523
