"Gene1","Gene2","CorrelationValue"
"Npun_R1597","Npun_F0017",0.838378080682148
"Npun_R1597","Npun_F0036",0.787778772294523
"Npun_R1597","Npun_F0066",0.871050766283194
"Npun_R1597","Npun_F0067",0.877530960426202
"Npun_R1597","Npun_F0068",0.867346478458132
"Npun_R1597","Npun_F0069",0.847385277132491
"Npun_R1597","Npun_F0077",0.759750424696693
"Npun_R1597","Npun_R0115",0.770862848338811
"Npun_R1597","Npun_R0116",0.92218496397675
"Npun_R1597","Npun_R0117",0.953637943055696
"Npun_R1597","Npun_R0118",0.970913936849373
"Npun_R1597","Npun_F0122",0.912281037150473
"Npun_R1597","Npun_R0157",0.981065769283337
"Npun_R1597","Npun_F0182",0.898447713302041
"Npun_R1597","Npun_F0194",0.83568701190886
"Npun_R1597","Npun_R0269",0.772560340589663
"Npun_R1597","Npun_F0296",0.919344149769894
"Npun_R1597","Npun_F0305",0.880330996544633
"Npun_R1597","Npun_F0318",0.765558238644987
"Npun_R1597","Npun_F0342",0.774313939788123
"Npun_R1597","Npun_R0400",0.887326379153506
"Npun_R1597","Npun_R0401",0.975545813791081
"Npun_R1597","Npun_F0425",0.969535533160943
"Npun_R1597","Npun_F0426",0.918325935737536
"Npun_R1597","Npun_R0434",0.773492873453412
"Npun_R1597","Npun_R0445",0.791795479344042
"Npun_R1597","Npun_R0454",0.989571799411898
"Npun_R1597","Npun_F0457",0.847728511098584
"Npun_R1597","Npun_F0495",0.876371593127506
"Npun_R1597","Npun_R0557",0.88249337565316
"Npun_R1597","Npun_F0558",0.923778562741505
"Npun_R1597","Npun_R0563",0.803322380114115
"Npun_R1597","Npun_R0565",0.855324728318513
"Npun_R1597","Npun_R0639",0.843712021812177
"Npun_R1597","Npun_R0649",0.855264276954545
"Npun_R1597","Npun_F0673",0.948084766774206
"Npun_R1597","Npun_R0674",0.901797023178929
"Npun_R1597","Npun_F0675",0.90263179534626
"Npun_R1597","Npun_F0676",0.877542025129221
"Npun_R1597","Npun_F0677",0.959671429433075
"Npun_R1597","Npun_R0682",0.817833591096468
"Npun_R1597","Npun_R0683",0.889080456112955
"Npun_R1597","Npun_R0689",0.893823217657946
"Npun_R1597","Npun_R0690",0.960084669800048
"Npun_R1597","Npun_R0691",0.964204763929487
"Npun_R1597","Npun_R0740",0.907392975757458
"Npun_R1597","Npun_F0770",0.879703117943073
"Npun_R1597","Npun_F0771",0.947684252018204
"Npun_R1597","Npun_F0772",0.915098137111495
"Npun_R1597","Npun_F0793",0.922566522799953
"Npun_R1597","Npun_F0810",0.831905124536684
"Npun_R1597","Npun_R0811",0.842716464572098
"Npun_R1597","Npun_R0812",0.814314363816323
"Npun_R1597","Npun_F0821",0.774483470106237
"Npun_R1597","Npun_R0873",0.943109598390807
"Npun_R1597","Npun_R0896",0.858911804736734
"Npun_R1597","Npun_R0911",0.909500761704125
"Npun_R1597","Npun_F0932",0.852844756562683
"Npun_R1597","Npun_F0944",0.973390379696907
"Npun_R1597","Npun_R0945",0.824780220253335
"Npun_R1597","Npun_F0948",0.760201092788809
"Npun_R1597","Npun_F0996",0.778280423428413
"Npun_R1597","Npun_F1148",0.765123202280769
"Npun_R1597","Npun_R1151",0.806122536760621
"Npun_R1597","Npun_R1152",0.875195905029954
"Npun_R1597","Npun_R1178",0.912117603337048
"Npun_R1597","Npun_F1207",0.75949177032342
"Npun_R1597","Npun_F1210",0.945200444358721
"Npun_R1597","Npun_F1211",0.911889123646775
"Npun_R1597","Npun_F1224",0.852246709544433
"Npun_R1597","Npun_R1225",0.793158133166293
"Npun_R1597","Npun_R1260",0.825254709133419
"Npun_R1597","Npun_R1261",0.804395416325087
"Npun_R1597","Npun_R1262",0.816463067185225
"Npun_R1597","Npun_R1263",0.833486115067615
"Npun_R1597","Npun_R1264",0.831531736722682
"Npun_R1597","Npun_R1265",0.851913023189215
"Npun_R1597","Npun_R1266",0.847594016282198
"Npun_R1597","Npun_R1267",0.832417479899744
"Npun_R1597","Npun_R1268",0.850420357596892
"Npun_R1597","Npun_R1270",0.773905992337888
"Npun_R1597","Npun_R1271",0.810556799066479
"Npun_R1597","Npun_R1272",0.843153630819515
"Npun_R1597","Npun_R1273",0.817258341696329
"Npun_R1597","Npun_R1274",0.833665865350307
"Npun_R1597","Npun_R1275",0.774010418962112
"Npun_R1597","Npun_R1276",0.80063292182681
"Npun_R1597","Npun_R1302",0.878427549683386
"Npun_R1597","Npun_F1307",0.868114511020989
"Npun_R1597","Npun_R1313",0.858366627128526
"Npun_R1597","Npun_R1314",0.940758554510294
"Npun_R1597","Npun_F1336",0.916426614019847
"Npun_R1597","Npun_R1337",0.950227683887278
"Npun_R1597","Npun_F1339",0.763897536324536
"Npun_R1597","Npun_R1354",0.944159792045018
"Npun_R1597","Npun_R1361",0.775587780487126
"Npun_R1597","Npun_F1375",0.803751882859025
"Npun_R1597","Npun_F1385",0.84118610067303
"Npun_R1597","Npun_F1388",0.860939094467515
"Npun_R1597","Npun_R1389",0.906896458951778
"Npun_R1597","Npun_R1390",0.861599885008426
"Npun_R1597","Npun_R1399",0.900901004804235
"Npun_R1597","Npun_F1400",0.773907437235038
"Npun_R1597","Npun_F1402",0.780992798382567
"Npun_R1597","Npun_F1410",0.785909078514707
"Npun_R1597","Npun_R1423",0.936295052636994
"Npun_R1597","Npun_F1465",0.973356811066337
"Npun_R1597","Npun_F1468",0.878128110487091
"Npun_R1597","Npun_F1469",0.937577153091918
"Npun_R1597","Npun_F1470",0.772029124013828
"Npun_R1597","Npun_F1477",0.797327452268593
"Npun_R1597","Npun_F1479",0.834181247790988
"Npun_R1597","Npun_R1550",0.814915894099732
"Npun_R1597","Npun_R1570",0.892304501438535
"Npun_R1597","Npun_R1597",1
"Npun_R1597","Npun_F1600",0.964848455963783
"Npun_R1597","Npun_F1601",0.94202002976769
"Npun_R1597","Npun_F1666",0.903680781339999
"Npun_R1597","Npun_F1667",0.760101562044868
"Npun_R1597","Npun_F1668",0.865747046282402
"Npun_R1597","Npun_F1670",0.759589943350439
"Npun_R1597","Npun_R1678",0.775080555233177
"Npun_R1597","Npun_R1683",0.794696751519752
"Npun_R1597","Npun_R1685",0.864076199552748
"Npun_R1597","Npun_R1686",0.922188415061181
"Npun_R1597","Npun_R1733",0.949939303319522
"Npun_R1597","Npun_R1734",0.949032726476033
"Npun_R1597","Npun_F1750",0.803197253810244
"Npun_R1597","Npun_R1782",0.802377214391353
"Npun_R1597","Npun_R1830",0.978780983614237
"Npun_R1597","Npun_R1839",0.908563260750572
"Npun_R1597","Npun_R1840",0.870303677339473
