"Gene1","Gene2","CorrelationValue"
"Npun_F1000","Npun_F0409",-0.801194195317429
"Npun_F1000","Npun_F0423",-0.881149942671232
"Npun_F1000","Npun_F0455",-0.782687639968615
"Npun_F1000","Npun_F0495",-0.767997789120362
"Npun_F1000","Npun_R0843",-0.796490746121681
"Npun_F1000","Npun_F0979",-0.751146251310069
"Npun_F1000","Npun_R1136",-0.759619533873707
"Npun_F1000","Npun_R1259",-0.76519304402837
"Npun_F1000","Npun_R2128",-0.751098923835012
"Npun_F1000","Npun_F2362",-0.795300010486862
"Npun_F1000","Npun_F3264",-0.75224795415658
"Npun_F1000","Npun_F3641",-0.787074799812866
"Npun_F1000","Npun_F3654",-0.79619458801351
"Npun_F1000","Npun_F3671",-0.812567791512671
"Npun_F1000","Npun_R3926",-0.783481637002276
"Npun_F1000","Npun_R4237",-0.75781821925689
"Npun_F1000","Npun_F4807",-0.764167966472283
"Npun_F1000","Npun_F4813",-0.780578481285127
"Npun_F1000","Npun_F5116",-0.816947931284328
"Npun_F1000","Npun_F5704",-0.782553648922307
"Npun_F1000","Npun_F6072",-0.849770398394615
"Npun_F1000","cSome - 210481 - predicted RNA",-0.815987852373288
