"Gene1","Gene2","CorrelationValue"
"Npun_R1597","Npun_R0439",-0.7663178519945
"Npun_R1597","Npun_R0476",-0.759135111235195
"Npun_R1597","Npun_F0609",-0.763029765498901
"Npun_R1597","Npun_F0614",-0.756947448913689
"Npun_R1597","Npun_R0711",-0.815312464066074
"Npun_R1597","Npun_F1167",-0.750622113414292
"Npun_R1597","Npun_R1176",-0.787743288449947
"Npun_R1597","Npun_R1615",-0.763730843514983
"Npun_R1597","Npun_F2206",-0.778699642367338
"Npun_R1597","Npun_F2350",-0.80107340556819
"Npun_R1597","Npun_F2554",-0.77677112484016
"Npun_R1597","Npun_F2656",-0.752591354119351
"Npun_R1597","Npun_R2711",-0.788995827014019
"Npun_R1597","Npun_R2728",-0.784963980307084
"Npun_R1597","Npun_R2729",-0.797480522928391
"Npun_R1597","Npun_R2743",-0.757610545840865
"Npun_R1597","Npun_F2783",-0.863930536206928
"Npun_R1597","Npun_F2831",-0.849257284712692
"Npun_R1597","Npun_F3300",-0.751769552792296
"Npun_R1597","Npun_R3479",-0.758403816279769
"Npun_R1597","Npun_R3572",-0.801753480590212
"Npun_R1597","Npun_F3681",-0.780721745597793
"Npun_R1597","Npun_R3842",-0.838118360455782
"Npun_R1597","Npun_R3843",-0.770606774510185
"Npun_R1597","Npun_F4016",-0.842968640006194
"Npun_R1597","Npun_F4041",-0.75503756481073
"Npun_R1597","Npun_R4073",-0.791294796414431
"Npun_R1597","Npun_R4301",-0.755615374912138
"Npun_R1597","Npun_R4450",-0.756072126648187
"Npun_R1597","Npun_R4625",-0.826950873197094
"Npun_R1597","Npun_R4635",-0.87173546611659
"Npun_R1597","Npun_R5014",-0.764312511953053
"Npun_R1597","Npun_R5081",-0.768468348947079
"Npun_R1597","Npun_R5167",-0.771321316532978
"Npun_R1597","Npun_F5226",-0.756600783460517
"Npun_R1597","Npun_R5486",-0.760163765358292
"Npun_R1597","Npun_F5512",-0.766597921673233
"Npun_R1597","Npun_F5513",-0.831728503842456
"Npun_R1597","Npun_F5802",-0.766471316734007
"Npun_R1597","Npun_F5953",-0.758297588267782
"Npun_R1597","Npun_F5999",-0.753460952007115
"Npun_R1597","Npun_R6069",-0.758221225123941
"Npun_R1597","Npun_F6176",-0.804732153823663
"Npun_R1597","Npun_F6189",-0.815856209729042
"Npun_R1597","Npun_R6372",-0.772939377584061
"Npun_R1597","Npun_F6550",-0.763043074839333
"Npun_R1597","Npun_DR030",-0.822898286141845
