"Gene1","Gene2","CorrelationValue"
"Npun_F2854","Npun_F0609",-0.783793540237733
"Npun_F2854","Npun_R0711",-0.781556222787094
"Npun_F2854","Npun_F0920",-0.770121335429932
"Npun_F2854","Npun_F1167",-0.785007556613826
"Npun_F2854","Npun_R1176",-0.759747421946571
"Npun_F2854","Npun_F1508",-0.768931838739956
"Npun_F2854","Npun_R1615",-0.775970710746115
"Npun_F2854","Npun_R1652",-0.770295388433045
"Npun_F2854","Npun_F2350",-0.794569235427185
"Npun_F2854","Npun_F2554",-0.813024587554377
"Npun_F2854","Npun_F2656",-0.761068819049196
"Npun_F2854","Npun_R2711",-0.778870208832713
"Npun_F2854","Npun_R2728",-0.772774350008976
"Npun_F2854","Npun_R2743",-0.76476078627799
"Npun_F2854","Npun_F2783",-0.887597263500216
"Npun_F2854","Npun_F2831",-0.82290305458337
"Npun_F2854","Npun_R2910",-0.76524737519774
"Npun_F2854","Npun_F3300",-0.821275138544401
"Npun_F2854","Npun_F3344",-0.75242567968427
"Npun_F2854","Npun_R3479",-0.763664265104556
"Npun_F2854","Npun_R3572",-0.775858471303878
"Npun_F2854","Npun_R3577",-0.757261732601819
"Npun_F2854","Npun_F3681",-0.794070114422638
"Npun_F2854","Npun_R3842",-0.793532718911359
"Npun_F2854","Npun_F3905",-0.75037249181997
"Npun_F2854","Npun_F3971",-0.760086552564678
"Npun_F2854","Npun_F4016",-0.864434730921854
"Npun_F2854","Npun_F4041",-0.756200886422919
"Npun_F2854","Npun_R4073",-0.80345061716422
"Npun_F2854","Npun_R4301",-0.755019637229161
"Npun_F2854","Npun_F4431",-0.757337052280324
"Npun_F2854","Npun_R4450",-0.829714814022775
"Npun_F2854","Npun_R4625",-0.840565575996868
"Npun_F2854","Npun_R4626",-0.776915128621816
"Npun_F2854","Npun_R4635",-0.841620079009543
"Npun_F2854","Npun_F4650",-0.75500360231646
"Npun_F2854","Npun_R4658",-0.76964027097956
"Npun_F2854","Npun_R4791",-0.772612758300806
"Npun_F2854","Npun_F5226",-0.816342112622741
"Npun_F2854","Npun_R5486",-0.79644371211329
"Npun_F2854","Npun_F5512",-0.758267696513643
"Npun_F2854","Npun_F5513",-0.878240332732774
"Npun_F2854","Npun_F5738",-0.766388008846283
"Npun_F2854","Npun_F5802",-0.776560371653841
"Npun_F2854","Npun_F5953",-0.780074632241809
"Npun_F2854","Npun_R6133",-0.777299117438705
"Npun_F2854","Npun_F6176",-0.771731983673059
"Npun_F2854","Npun_F6189",-0.822078717645432
"Npun_F2854","Npun_R6293",-0.795478934965543
"Npun_F2854","Npun_R6360",-0.762914330693012
"Npun_F2854","Npun_F6550",-0.771254790468516
"Npun_F2854","Npun_DR030",-0.854269595726722
