"Gene1","Gene2","CorrelationValue"
"Npun_R5149","Npun_R0056",-0.793462889425521
"Npun_R5149","Npun_R0085",-0.770872027564409
"Npun_R5149","Npun_F0096",-0.759481578158423
"Npun_R5149","Npun_F0097",-0.798134842011182
"Npun_R5149","Npun_R0211",-0.759630277177048
"Npun_R5149","Npun_F0224",-0.785272521531396
"Npun_R5149","Npun_F0225",-0.757477574173777
"Npun_R5149","Npun_F0228",-0.764775278364011
"Npun_R5149","Npun_F0229",-0.772891812704568
"Npun_R5149","Npun_F0271",-0.752803989461824
"Npun_R5149","Npun_F0291",-0.756767085308636
"Npun_R5149","Npun_R0350",-0.765305253295086
"Npun_R5149","Npun_F0452",-0.770467778413032
"Npun_R5149","Npun_F0469",-0.762534642073698
"Npun_R5149","Npun_F0470",-0.75643247168505
"Npun_R5149","Npun_F0471",-0.781442800202824
"Npun_R5149","Npun_R0530",-0.807434912000059
"Npun_R5149","Npun_R0550",-0.793772030582099
"Npun_R5149","Npun_R0574",-0.757313180360749
"Npun_R5149","Npun_R0653",-0.860955021660569
"Npun_R5149","Npun_F0774",-0.810024767253687
"Npun_R5149","Npun_R1128",-0.759913119151493
"Npun_R5149","Npun_F1185",-0.772545700681562
"Npun_R5149","Npun_F1217",-0.824724671884664
"Npun_R5149","Npun_R1259",-0.924728141979077
"Npun_R5149","Npun_R1394",-0.765290093639519
"Npun_R5149","Npun_F1420",-0.762844803946104
"Npun_R5149","Npun_R1437",-0.750333250236083
"Npun_R5149","Npun_R1448",-0.796255907040487
"Npun_R5149","Npun_F1513",-0.762321817050084
"Npun_R5149","Npun_R1565",-0.766225065217234
"Npun_R5149","Npun_R1589",-0.803549022041478
"Npun_R5149","Npun_R1663",-0.78463089306815
"Npun_R5149","Npun_R1810",-0.7545076471785
"Npun_R5149","Npun_F1820",-0.76389229940795
"Npun_R5149","Npun_F1822",-0.800804375193375
"Npun_R5149","Npun_F1872",-0.772583769889639
"Npun_R5149","Npun_R1884",-0.827573138623318
"Npun_R5149","Npun_F2004",-0.762868176319975
"Npun_R5149","Npun_R2017",-0.750926657117282
"Npun_R5149","Npun_F2044",-0.753194870303206
"Npun_R5149","Npun_R2062",-0.75563207785369
"Npun_R5149","Npun_F2123",-0.800081641738955
"Npun_R5149","Npun_R2128",-0.830384930491231
"Npun_R5149","Npun_F2198",-0.808116136314459
"Npun_R5149","Npun_R2289",-0.777440116331645
"Npun_R5149","Npun_R2583",-0.771525067638535
"Npun_R5149","Npun_F2675",-0.797734055166488
"Npun_R5149","Npun_F2815",-0.823391958739455
"Npun_R5149","Npun_R2826",-0.760319050156333
"Npun_R5149","Npun_R2870",-0.874041921338913
"Npun_R5149","Npun_R2916",-0.755738845530786
"Npun_R5149","Npun_F2967",-0.799834153098595
"Npun_R5149","Npun_R3068",-0.799538300998147
"Npun_R5149","Npun_F3109",-0.848810702712376
"Npun_R5149","Npun_R3143",-0.791484572755702
"Npun_R5149","Npun_R3188",-0.853698519184455
"Npun_R5149","Npun_F3194",-0.781205560764482
"Npun_R5149","Npun_F3253",-0.804645338950091
"Npun_R5149","Npun_R3258",-0.754561567432327
"Npun_R5149","Npun_R3642",-0.759842953098515
"Npun_R5149","Npun_R3643",-0.758002232268886
"Npun_R5149","Npun_F3744",-0.83272049419827
"Npun_R5149","Npun_F3789",-0.781943123990627
"Npun_R5149","Npun_R3808",-0.786587737588246
"Npun_R5149","Npun_R3902",-0.756589935413976
"Npun_R5149","Npun_R4059",-0.758799521154794
"Npun_R5149","Npun_F4097",-0.821027572221126
"Npun_R5149","Npun_R4173",-0.759388230464834
"Npun_R5149","Npun_R4234",-0.923013275165567
"Npun_R5149","Npun_R4442",-0.767333530130478
"Npun_R5149","Npun_F4484",-0.752491646344636
"Npun_R5149","Npun_R4629",-0.843054654791908
"Npun_R5149","Npun_R4675",-0.778882465476704
"Npun_R5149","Npun_F4684",-0.782938572665373
"Npun_R5149","Npun_R4714",-0.791186078604441
"Npun_R5149","Npun_R4774",-0.777997574854034
"Npun_R5149","Npun_F4819",-0.753134566431327
"Npun_R5149","Npun_F4951",-0.782985729823735
"Npun_R5149","Npun_F5073",-0.799333368478966
"Npun_R5149","Npun_R5108",-0.78119765053283
