"Gene1","Gene2","CorrelationValue"
"Npun_R5113","Npun_R0059",-0.799694146819892
"Npun_R5113","Npun_F0099",-0.764816215685148
"Npun_R5113","Npun_R0154",-0.76122353349268
"Npun_R5113","Npun_R0438",-0.770091292801064
"Npun_R5113","Npun_R0476",-0.75695015946487
"Npun_R5113","Npun_R0500",-0.783231335435128
"Npun_R5113","Npun_F0609",-0.79988420321867
"Npun_R5113","Npun_R0610",-0.825266653488133
"Npun_R5113","Npun_R0665",-0.753890885120185
"Npun_R5113","Npun_R0711",-0.837271433351287
"Npun_R5113","Npun_R0734",-0.773758262263229
"Npun_R5113","Npun_F0850",-0.810979821961734
"Npun_R5113","Npun_F0852",-0.793996415737894
"Npun_R5113","Npun_F0920",-0.756151149882763
"Npun_R5113","Npun_F0976",-0.755025605009471
"Npun_R5113","Npun_F0977",-0.761462181729932
"Npun_R5113","Npun_F0994",-0.795894823031077
"Npun_R5113","Npun_F1004",-0.752948158903774
"Npun_R5113","Npun_R1043",-0.785125764964793
"Npun_R5113","Npun_F1089",-0.750488802761008
"Npun_R5113","Npun_F1167",-0.784478172888528
"Npun_R5113","Npun_R1176",-0.817542380454562
"Npun_R5113","Npun_R1514",-0.760071552702912
"Npun_R5113","Npun_F1520",-0.771439937732251
"Npun_R5113","Npun_R1652",-0.771078143455726
"Npun_R5113","Npun_R1696",-0.774925697203485
"Npun_R5113","Npun_R1701",-0.767869865230836
"Npun_R5113","Npun_R1769",-0.782715617214217
"Npun_R5113","Npun_R1784",-0.759150285088174
"Npun_R5113","Npun_R1817",-0.761703240492636
"Npun_R5113","Npun_F2027",-0.751723266584293
"Npun_R5113","Npun_R2177",-0.769809171598561
"Npun_R5113","Npun_R2234",-0.76319043840569
"Npun_R5113","Npun_F2350",-0.83694452140069
"Npun_R5113","Npun_R2370",-0.793878340373985
"Npun_R5113","Npun_F2524",-0.759505105540845
"Npun_R5113","Npun_F2554",-0.801381444027291
"Npun_R5113","Npun_F2656",-0.769407189841951
"Npun_R5113","Npun_R2711",-0.830542452701977
"Npun_R5113","Npun_R2728",-0.860209867732112
"Npun_R5113","Npun_R2729",-0.807206609822227
"Npun_R5113","Npun_F2783",-0.912423012774277
"Npun_R5113","Npun_R2813",-0.758921668035086
"Npun_R5113","Npun_F2831",-0.769252027384382
"Npun_R5113","Npun_R2910",-0.78498635937457
"Npun_R5113","Npun_F3043",-0.771573775132163
"Npun_R5113","Npun_F3300",-0.812563219821179
"Npun_R5113","Npun_F3458",-0.798674437736892
"Npun_R5113","Npun_R3572",-0.827103338746437
"Npun_R5113","Npun_F3681",-0.754443152871359
"Npun_R5113","Npun_F3704",-0.759937208402772
"Npun_R5113","Npun_R3842",-0.820100051786958
"Npun_R5113","Npun_F3905",-0.785218526227506
"Npun_R5113","Npun_R3934",-0.784706176173243
"Npun_R5113","Npun_F3953",-0.767077753712553
"Npun_R5113","Npun_F3971",-0.811308484920936
"Npun_R5113","Npun_F4016",-0.796047755700545
"Npun_R5113","Npun_R4072",-0.800905660130017
"Npun_R5113","Npun_R4073",-0.885609744450389
"Npun_R5113","Npun_F4164",-0.802539693546757
"Npun_R5113","Npun_F4222",-0.754530041646389
"Npun_R5113","Npun_R4283",-0.775240205427118
"Npun_R5113","Npun_R4312",-0.78000151349573
"Npun_R5113","Npun_F4431",-0.815023069567153
"Npun_R5113","Npun_R4450",-0.804659564251737
"Npun_R5113","Npun_F4532",-0.78093152152713
"Npun_R5113","Npun_R4569",-0.772998310082734
"Npun_R5113","Npun_R4570",-0.75899797625842
"Npun_R5113","Npun_R4625",-0.899938542154523
"Npun_R5113","Npun_R4626",-0.829802795158688
"Npun_R5113","Npun_R4635",-0.852847738372927
"Npun_R5113","Npun_F4650",-0.762936111333584
"Npun_R5113","Npun_R4919",-0.777278472960592
"Npun_R5113","Npun_R4936",-0.757524950313247
"Npun_R5113","Npun_F4992",-0.763167958162459
"Npun_R5113","Npun_F5226",-0.83065433841806
"Npun_R5113","Npun_F5365",-0.777787655385732
"Npun_R5113","Npun_F5444",-0.755068522364399
"Npun_R5113","Npun_R5486",-0.819795901295445
"Npun_R5113","Npun_F5512",-0.809891542224324
"Npun_R5113","Npun_F5513",-0.89045970676887
"Npun_R5113","Npun_F5738",-0.783620433072116
"Npun_R5113","Npun_F5767",-0.769979892944999
"Npun_R5113","Npun_R5776",-0.761635609125218
"Npun_R5113","Npun_F5953",-0.77087889166192
"Npun_R5113","Npun_F5993",-0.799664204079276
"Npun_R5113","Npun_F5999",-0.75626831609508
"Npun_R5113","Npun_R6069",-0.800185851117432
"Npun_R5113","Npun_R6133",-0.769024512418236
"Npun_R5113","Npun_F6176",-0.835593528388294
"Npun_R5113","Npun_F6189",-0.803806053012658
"Npun_R5113","Npun_R6217",-0.792356229446977
"Npun_R5113","Npun_R6293",-0.775462595364928
"Npun_R5113","Npun_R6360",-0.841536500853962
"Npun_R5113","Npun_F6550",-0.792939304308557
"Npun_R5113","Npun_CR057",-0.771773355963962
"Npun_R5113","Npun_CR067",-0.770633670168101
"Npun_R5113","Npun_DF028",-0.768616250855283
"Npun_R5113","Npun_DR030",-0.892779525037322
