Gene,Dawn0,Dusk0,MidDark1,Dawn1,MidLight1,Dusk1,MidDark2,Dawn2,MidLight2,Dusk2,Dark24,Light24
DGR_TR,206,131,241,526,461,339,380,481,898,249,489,178
